index	Kvmax	Kvmin	khmax	khmin	Diffmax	Diffmin	Cmax	Cmin	phimax	phimin	hmax	hmin	densmax	densmin	porosity
	(m/s)	(m/s)	(m/s)	(m/s)	(m2/s)	(m2/s)	(kPa)	(kPa)	(degree)	(degree)	(m)	(m)	kg/m3	kg/m3	(m3/m3)
1	0.00006	0.00006	0.00006	0.00006	0.00006	0.00006 1 5	35.0	41.0	1.00	1.00	1405.0	1405.0	0.3
2	0.00006	0.00006	0.00006	0.00006	0.00006	0.00006 1 5	35.0	41.0	1.00	1.00	1405.0	1405.0	0.3
3	0.00006	0.00006	0.00006	0.00006	0.00006	0.00006 1 5	35.0	41.0	1.00	1.00	1405.0	1405.0	0.3
4	0.00006	0.00006	0.00006	0.00006	0.00006	0.00006 1 5	35.0	41.0	1.00	1.00	1405.0	1405.0	0.3
5	0.00006	0.00006	0.00006	0.00006	0.00006	0.00006 1 5	35.0	41.0	1.00	1.00	1405.0	1405.0	0.3
6	0.00006	0.00006	0.00006	0.00006	0.00006	0.00006 1 5	35.0	41.0	1.00	1.00	1405.0	1405.0	0.3
7	0.00006	0.00006	0.00006	0.00006	0.00006	0.00006 1 5	35.0	41.0	1.00	1.00	1405.0	1405.0	0.3
8	0.00006	0.00006	0.00006	0.00006	0.00006	0.00006 1 5	35.0	41.0	1.00	1.00	1405.0	1405.0	0.3
9	0.00006	0.00006	0.00006	0.00006	0.00006	0.00006 1 5	35.0	41.0	1.00	1.00	1405.0	1405.0	0.3
10	0.00006	0.00006	0.00006	0.00006	0.00006	0.00006 1 5	35.0	41.0	1.00	1.00	1405.0	1405.0	0.3
